time,Open,High,Low,Close,Volume,spread
2026-04-03 21:45:00+00:00,1.15136,1.15136,1.1513,1.15134,38,23
2026-04-03 21:50:00+00:00,1.15134,1.15155,1.1513,1.1515,48,22
2026-04-03 21:55:00+00:00,1.15148,1.15152,1.15134,1.15135,60,20
2026-04-03 22:00:00+00:00,1.15135,1.15138,1.15133,1.15136,12,20
2026-04-03 22:05:00+00:00,1.15137,1.15137,1.15134,1.15136,24,22
2026-04-03 22:10:00+00:00,1.15136,1.15146,1.15136,1.15144,28,22
2026-04-03 22:15:00+00:00,1.15144,1.15144,1.15133,1.15133,37,23
2026-04-03 22:20:00+00:00,1.15135,1.15138,1.15135,1.15136,17,21
2026-04-03 22:25:00+00:00,1.15137,1.15137,1.15135,1.15136,15,21
2026-04-03 22:30:00+00:00,1.15136,1.15137,1.15135,1.15137,6,21
2026-04-03 22:35:00+00:00,1.15137,1.15137,1.15135,1.15136,10,21
2026-04-03 22:40:00+00:00,1.15136,1.15137,1.15133,1.15134,29,22
2026-04-03 22:45:00+00:00,1.1513200000000001,1.15133,1.15128,1.1513200000000001,20,20
2026-04-03 22:50:00+00:00,1.1513200000000001,1.15135,1.15131,1.15133,19,21
2026-04-03 22:55:00+00:00,1.15133,1.15136,1.15124,1.15126,24,19
2026-04-03 23:00:00+00:00,1.15129,1.15131,1.15128,1.15131,7,27
2026-04-03 23:05:00+00:00,1.15131,1.15158,1.15131,1.15157,31,26
2026-04-03 23:10:00+00:00,1.15158,1.15286,1.15127,1.15145,436,29
2026-04-03 23:15:00+00:00,1.15145,1.1516,1.1514199999999999,1.1515900000000001,57,44
2026-04-03 23:20:00+00:00,1.15158,1.15165,1.15123,1.15144,113,34
2026-04-03 23:25:00+00:00,1.15143,1.15152,1.15136,1.15136,25,94
2026-04-03 23:30:00+00:00,1.1515,1.1516,1.15127,1.15145,49,90
2026-04-03 23:35:00+00:00,1.15133,1.15152,1.15133,1.15146,26,84
2026-04-03 23:40:00+00:00,1.15146,1.15147,1.15099,1.15111,59,57
2026-04-03 23:45:00+00:00,1.15111,1.15116,1.15104,1.15111,38,140
2026-04-03 23:50:00+00:00,1.1511,1.15117,1.15095,1.15116,39,121
2026-04-03 23:55:00+00:00,1.15127,1.15127,1.15118,1.15123,6,144
2026-04-06 00:00:00+00:00,1.15208,1.15208,1.15208,1.15208,4,60
2026-04-06 00:05:00+00:00,1.15212,1.15212,1.15196,1.15196,15,56
2026-04-06 00:10:00+00:00,1.15197,1.15198,1.15192,1.15192,9,56
2026-04-06 00:15:00+00:00,1.15192,1.15219,1.15191,1.15219,10,38
2026-04-06 00:20:00+00:00,1.1522000000000001,1.15221,1.15219,1.1522000000000001,12,33
2026-04-06 00:25:00+00:00,1.15221,1.15222,1.15187,1.15192,11,31
2026-04-06 00:30:00+00:00,1.15189,1.15213,1.15186,1.15213,11,35
2026-04-06 00:35:00+00:00,1.15213,1.15214,1.15178,1.15188,55,34
2026-04-06 00:40:00+00:00,1.15188,1.15191,1.15188,1.15191,9,34
2026-04-06 00:45:00+00:00,1.15191,1.15192,1.15184,1.15191,7,34
2026-04-06 00:50:00+00:00,1.15191,1.15194,1.15151,1.15194,11,33
2026-04-06 00:55:00+00:00,1.1519300000000001,1.15199,1.1519300000000001,1.15196,8,34
2026-04-06 01:00:00+00:00,1.15195,1.15196,1.15091,1.15093,178,26
2026-04-06 01:05:00+00:00,1.15093,1.1511,1.15054,1.15062,204,19
2026-04-06 01:10:00+00:00,1.1506,1.15101,1.15039,1.15091,588,21
2026-04-06 01:15:00+00:00,1.15085,1.15116,1.1507,1.15099,643,20
