time,Open,High,Low,Close,Volume,spread
2025-11-05 00:00:00+00:00,1.14808,1.14971,1.14777,1.14884,5260,19
2025-11-05 04:00:00+00:00,1.14886,1.14933,1.14842,1.14909,4283,19
2025-11-05 08:00:00+00:00,1.14908,1.14944,1.14804,1.14835,6709,19
2025-11-05 12:00:00+00:00,1.14836,1.1492499999999999,1.14719,1.14725,8346,19
2025-11-05 16:00:00+00:00,1.14726,1.14922,1.14677,1.14795,14417,19
2025-11-05 20:00:00+00:00,1.14798,1.14931,1.14778,1.14909,4305,19
2025-11-06 00:00:00+00:00,1.1491,1.15079,1.1487,1.15063,3044,19
2025-11-06 04:00:00+00:00,1.15062,1.151,1.15021,1.15093,3197,19
2025-11-06 08:00:00+00:00,1.15087,1.1522999999999999,1.15044,1.15126,7876,19
2025-11-06 12:00:00+00:00,1.15125,1.15431,1.15092,1.15347,9652,19
2025-11-06 16:00:00+00:00,1.15348,1.15418,1.15181,1.15398,14345,19
2025-11-06 20:00:00+00:00,1.15399,1.15514,1.15384,1.15457,6111,19
2025-11-07 00:00:00+00:00,1.15458,1.15505,1.15353,1.15371,6488,19
2025-11-07 04:00:00+00:00,1.15372,1.1542,1.15314,1.15331,3152,19
2025-11-07 08:00:00+00:00,1.15334,1.1541299999999999,1.15286,1.15372,6268,19
2025-11-07 12:00:00+00:00,1.15371,1.15687,1.15364,1.15666,9176,19
2025-11-07 16:00:00+00:00,1.15665,1.15901,1.15645,1.15795,12648,19
2025-11-07 20:00:00+00:00,1.15798,1.15826,1.15545,1.15632,6240,19
2025-11-10 00:00:00+00:00,1.15539,1.15594,1.15401,1.15571,6881,19
2025-11-10 04:00:00+00:00,1.1557,1.15656,1.15502,1.1561,4003,19
2025-11-10 08:00:00+00:00,1.15609,1.15821,1.15505,1.15673,7799,19
2025-11-10 12:00:00+00:00,1.15672,1.15769,1.15531,1.1567,7498,19
2025-11-10 16:00:00+00:00,1.1567,1.15675,1.1540300000000001,1.1559599999999999,10515,19
2025-11-10 20:00:00+00:00,1.15597,1.15638,1.15542,1.1556,4320,19
2025-11-11 00:00:00+00:00,1.15537,1.1559300000000001,1.15461,1.15538,3918,19
2025-11-11 04:00:00+00:00,1.15538,1.15642,1.15509,1.15606,3239,19
2025-11-11 08:00:00+00:00,1.15605,1.15675,1.15486,1.15639,7820,19
2025-11-11 12:00:00+00:00,1.15639,1.16049,1.15616,1.15999,9607,19
2025-11-11 16:00:00+00:00,1.16001,1.1604,1.15897,1.1594,10080,19
2025-11-11 20:00:00+00:00,1.15939,1.15946,1.158,1.1581,3925,19
2025-11-12 00:00:00+00:00,1.15809,1.15862,1.15736,1.15744,3825,19
2025-11-12 04:00:00+00:00,1.15744,1.15805,1.1569099999999999,1.15753,3353,19
2025-11-12 08:00:00+00:00,1.1575199999999999,1.1587399999999999,1.15673,1.15692,7107,19
2025-11-12 12:00:00+00:00,1.15693,1.15794,1.15641,1.15711,8284,19
2025-11-12 16:00:00+00:00,1.15711,1.1596899999999999,1.15619,1.1592,11028,19
2025-11-12 20:00:00+00:00,1.15921,1.15934,1.15831,1.15917,4231,19
2025-11-13 00:00:00+00:00,1.15916,1.15933,1.1578,1.15884,5359,19
2025-11-13 04:00:00+00:00,1.15885,1.1592,1.15794,1.15809,3547,19
2025-11-13 08:00:00+00:00,1.15807,1.16339,1.1580300000000001,1.16155,10281,19
2025-11-13 12:00:00+00:00,1.16156,1.1623999999999999,1.16038,1.16195,9032,19
2025-11-13 16:00:00+00:00,1.16194,1.1655,1.16161,1.16502,14993,19
2025-11-13 20:00:00+00:00,1.16499,1.16509,1.1629800000000001,1.16313,7441,19
2025-11-14 00:00:00+00:00,1.16312,1.16382,1.16224,1.16324,5256,19
2025-11-14 04:00:00+00:00,1.16323,1.16474,1.16288,1.16468,4831,19
2025-11-14 08:00:00+00:00,1.16469,1.16477,1.16193,1.16204,11914,19
2025-11-14 12:00:00+00:00,1.16202,1.16528,1.16079,1.16367,13956,19
2025-11-14 16:00:00+00:00,1.16368,1.16374,1.16052,1.16131,16024,19
2025-11-14 20:00:00+00:00,1.16131,1.16226,1.16087,1.16189,6923,19
2025-11-17 00:00:00+00:00,1.1613,1.16235,1.16041,1.16055,4756,19
2025-11-17 04:00:00+00:00,1.16055,1.16056,1.15954,1.15994,4018,19
2025-11-17 08:00:00+00:00,1.15995,1.1614,1.1594,1.16003,7723,19
2025-11-17 12:00:00+00:00,1.16004,1.16071,1.15876,1.15903,8775,19
2025-11-17 16:00:00+00:00,1.15904,1.16009,1.1581,1.15929,10506,19
2025-11-17 20:00:00+00:00,1.15931,1.15944,1.15816,1.15903,6945,19
2025-11-18 00:00:00+00:00,1.15902,1.15932,1.15836,1.15899,3212,19
2025-11-18 04:00:00+00:00,1.1589800000000001,1.16028,1.15872,1.15968,5089,19
2025-11-18 08:00:00+00:00,1.1596899999999999,1.16054,1.1586400000000001,1.15884,9461,19
2025-11-18 12:00:00+00:00,1.15883,1.1601,1.15785,1.15958,9861,19
2025-11-18 16:00:00+00:00,1.15958,1.16068,1.15705,1.15747,15003,19
2025-11-18 20:00:00+00:00,1.15746,1.15862,1.1574200000000001,1.15795,5519,19
2025-11-19 00:00:00+00:00,1.15792,1.1584,1.15717,1.15758,4170,19
2025-11-19 04:00:00+00:00,1.15758,1.15899,1.1571500000000001,1.15881,4476,19
2025-11-19 08:00:00+00:00,1.15879,1.15963,1.15645,1.15721,8818,19
2025-11-19 12:00:00+00:00,1.15723,1.159,1.15666,1.15719,10223,19
2025-11-19 16:00:00+00:00,1.1571799999999999,1.15729,1.15251,1.15321,14747,19
2025-11-19 20:00:00+00:00,1.15322,1.1537600000000001,1.15168,1.15363,8013,19
2025-11-20 00:00:00+00:00,1.15361,1.15411,1.15214,1.15219,4692,19
2025-11-20 04:00:00+00:00,1.15215,1.15226,1.1509,1.15147,4488,19
2025-11-20 08:00:00+00:00,1.15146,1.15269,1.15105,1.15265,8815,19
2025-11-20 12:00:00+00:00,1.15265,1.15389,1.14995,1.15267,13473,19
2025-11-20 16:00:00+00:00,1.15267,1.1549,1.1519,1.15277,19907,19
2025-11-20 20:00:00+00:00,1.15275,1.15397,1.1522999999999999,1.15266,6545,19
2025-11-21 00:00:00+00:00,1.15266,1.15373,1.15181,1.1531500000000001,5208,19
2025-11-21 04:00:00+00:00,1.15318,1.15411,1.15313,1.1534200000000001,4916,19
2025-11-21 08:00:00+00:00,1.15343,1.15516,1.15239,1.15244,12198,19
2025-11-21 12:00:00+00:00,1.15242,1.15261,1.14957,1.15198,14338,19
2025-11-21 16:00:00+00:00,1.15197,1.15225,1.14902,1.15063,17952,19
2025-11-21 20:00:00+00:00,1.15063,1.15198,1.15009,1.1514,7142,19
2025-11-24 00:00:00+00:00,1.15099,1.15136,1.1501000000000001,1.15095,3579,19
2025-11-24 04:00:00+00:00,1.15096,1.15274,1.15094,1.15215,4378,19
2025-11-24 08:00:00+00:00,1.15214,1.15335,1.15088,1.15289,9072,19
2025-11-24 12:00:00+00:00,1.1529,1.15495,1.1529,1.1537600000000001,8951,19
2025-11-24 16:00:00+00:00,1.15375,1.15401,1.15106,1.15171,11614,19
2025-11-24 20:00:00+00:00,1.1517,1.15282,1.15163,1.15195,4936,19
2025-11-25 00:00:00+00:00,1.15189,1.1529,1.15138,1.15247,3845,19
2025-11-25 04:00:00+00:00,1.15248,1.15293,1.15107,1.1516,4073,19
2025-11-25 08:00:00+00:00,1.1515900000000001,1.15357,1.15138,1.15331,8992,19
2025-11-25 12:00:00+00:00,1.15329,1.15613,1.15237,1.15573,13405,19
2025-11-25 16:00:00+00:00,1.15574,1.15831,1.1549,1.15814,17980,19
2025-11-25 20:00:00+00:00,1.15821,1.1585,1.15571,1.15688,7867,19
2025-11-26 00:00:00+00:00,1.15684,1.15822,1.15623,1.15764,5910,19
2025-11-26 04:00:00+00:00,1.15763,1.15907,1.15738,1.15899,6495,19
2025-11-26 08:00:00+00:00,1.159,1.15949,1.15647,1.15709,9144,19
2025-11-26 12:00:00+00:00,1.1571,1.15831,1.15475,1.15514,17254,19
2025-11-26 16:00:00+00:00,1.15514,1.16,1.15461,1.1592,16038,19
2025-11-26 20:00:00+00:00,1.15919,1.15964,1.15883,1.15938,4325,19
2025-11-27 00:00:00+00:00,1.15937,1.16117,1.15823,1.16082,4008,19
2025-11-27 04:00:00+00:00,1.16083,1.16125,1.1599,1.16013,5256,19
2025-11-27 08:00:00+00:00,1.16015,1.16043,1.15756,1.15765,7986,19
2025-11-27 12:00:00+00:00,1.15768,1.1596,1.15761,1.1594,6408,19
2025-11-27 16:00:00+00:00,1.1594,1.16005,1.15894,1.1594,4914,19
2025-11-27 20:00:00+00:00,1.15942,1.1596,1.15903,1.1594,1372,19
2025-11-28 00:00:00+00:00,1.1594,1.1601,1.15806,1.15823,4342,19
